,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1299,Studio District,43.660911560058594,-79.33502960205078,7-Eleven,43.660897,-79.340159,Convenience Store
1300,Studio District,43.660911560058594,-79.33502960205078,Stratengers,43.662479726735796,-79.33487833224389,Pizza Place
1301,Studio District,43.660911560058594,-79.33502960205078,Gale's Snack Bar,43.658239,-79.339077,Diner
1302,Studio District,43.660911560058594,-79.33502960205078,FreshCo,43.65932136346001,-79.32973571438286,Grocery Store
1303,Studio District,43.660911560058594,-79.33502960205078,Good Neighbour,43.6610004575794,-79.34029809683763,Clothing Store
1304,Studio District,43.660911560058594,-79.33502960205078,Duke of York (The Duke),43.66306208288746,-79.3305446360332,Bar
1305,Studio District,43.660911560058594,-79.33502960205078,The Queen's Head Pub,43.66317873341339,-79.33061604586334,Pub
1306,Studio District,43.660911560058594,-79.33502960205078,Le Matin,43.662562042280996,-79.33417043173323,Bakery
1307,Studio District,43.660911560058594,-79.33502960205078,McQueens Pub,43.66148312783299,-79.338072195258,Gastropub
1308,Studio District,43.660911560058594,-79.33502960205078,TTC Stop #03057,43.66331440424584,-79.3300994154585,Light Rail Station
1309,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
1310,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
1311,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
1312,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Darbar Persian Grill,43.735484,-79.420006,Restaurant
1313,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
1314,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
1315,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
1316,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
1317,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
1318,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Toronto Cricket Skating and Curling Club,43.7396604474521,-79.41873218093913,Sports Club
1319,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
1320,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
1321,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Shoppers Drug Mart,43.736276,-79.419705,Pharmacy
1322,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
1323,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Il Fornaro,43.734073,-79.41987,Italian Restaurant
1324,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Starbucks,43.732604,-79.419136,Coffee Shop
1325,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
1326,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
1327,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
1328,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Eggsmart,43.734886,-79.419632,Breakfast Spot
1329,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,Rossini Restaurant,43.735309,-79.420187,Italian Restaurant
1330,"Bedford Park, Lawrence Manor East",43.73545837402344,-79.41915130615234,McDonald's,43.73254035428967,-79.41979624492376,Fast Food Restaurant
1331,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.694679260253906,-79.48346710205078,Tim Hortons,43.6957213925918,-79.48775097727776,Coffee Shop
1332,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.694679260253906,-79.48346710205078,McDonald's,43.692926495448766,-79.47998177868274,Fast Food Restaurant
1333,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.694679260253906,-79.48346710205078,Trethewey Park,43.69452081617517,-79.48638589534515,Playground
1334,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.694679260253906,-79.48346710205078,Ontario Excavation Ltd,43.6983656,-79.4830986,Construction & Landscaping
1335,"Humberlea, Emery",43.73366928100586,-79.53687286376953,Tim Hortons,43.73375733224589,-79.5366146448666,Coffee Shop
1336,"Humberlea, Emery",43.73366928100586,-79.53687286376953,Tim Hortons,43.7349983,-79.5338132,Coffee Shop
1337,"Humberlea, Emery",43.73366928100586,-79.53687286376953,Las Brisas Del Mar,43.73636484222052,-79.53489517642417,Nightclub
1338,"Humberlea, Emery",43.73366928100586,-79.53687286376953,Joseph Bannon Park,43.73276034043913,-79.53235119914883,Park
1339,"Birch Cliff, Cliffside West",43.69538879394531,-79.2619400024414,The Birchcliff,43.69166644406541,-79.26453158481682,Café
1340,"Birch Cliff, Cliffside West",43.69538879394531,-79.2619400024414,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
1341,"Birch Cliff, Cliffside West",43.69538879394531,-79.2619400024414,Variety Village,43.69883533655271,-79.25795245225459,Gym
1342,"Birch Cliff, Cliffside West",43.69538879394531,-79.2619400024414,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
1343,"Birch Cliff, Cliffside West",43.69538879394531,-79.2619400024414,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
1344,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Maryam Hotel,43.766961,-79.401199,Hotel
1345,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
1346,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
1347,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
1348,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Loblaws,43.768722,-79.412101,Grocery Store
1349,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Saryo,43.76697902009232,-79.41220491675689,Café
1350,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Starbucks,43.768353,-79.413046,Coffee Shop
1351,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
1352,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Aura,43.766012799364795,-79.41081286441447,Lounge
1353,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
1354,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
1355,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
1356,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
1357,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
1358,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
1359,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Baton Rouge,43.76645494997892,-79.41222941305855,American Restaurant
1360,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
1361,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
1362,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Moksha Yoga North York,43.76325012,-79.40546822,Yoga Studio
1363,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
1364,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Lee Town Restaurant,43.76419503107473,-79.4116255620473,Chinese Restaurant
1365,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Dollarama,43.768722,-79.412101,Discount Store
1366,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,RBC Royal Bank,43.76602146815181,-79.41178248148627,Bank
1367,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
1368,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,PetSmart,43.769139,-79.412522,Pet Store
1369,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Tim Hortons,43.7655556,-79.4122337,Coffee Shop
1370,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Tim Hortons,43.763265276008866,-79.40530187567225,Coffee Shop
1371,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Ichiban Fish House,43.76599495334784,-79.4108127227573,Japanese Restaurant
1372,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,McDonald's,43.76538326092233,-79.41022708625557,Fast Food Restaurant
1373,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Shoppers Drug Mart,43.765829,-79.412338,Pharmacy
1374,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Pizza Hut,43.764552371687415,-79.41165302122893,Pizza Place
1375,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Bar Burrito,43.76430982982982,-79.41174765782287,Mexican Restaurant
1376,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Yonge Sheppard Centre,43.76334973041364,-79.40993084579105,Shopping Mall
1377,"Willowdale, Willowdale East",43.76713943481445,-79.40706634521484,Delimark Cafe,43.76304848407226,-79.40624186360066,Café
1378,Downsview,43.75666046142578,-79.51972198486328,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
1379,Downsview,43.75666046142578,-79.51972198486328,Shoppers Drug Mart,43.756147,-79.515843,Pharmacy
1380,Downsview,43.75666046142578,-79.51972198486328,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
1381,Downsview,43.75666046142578,-79.51972198486328,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
1382,Downsview,43.75666046142578,-79.51972198486328,KFC,43.7566,-79.5181,Fast Food Restaurant
1383,Downsview,43.75666046142578,-79.51972198486328,Durante's No Frills,43.758178,-79.51968,Grocery Store
1384,Downsview,43.75666046142578,-79.51972198486328,Petro-Canada,43.757187,-79.517778,Gas Station
1385,Downsview,43.75666046142578,-79.51972198486328,The Beer Store,43.7560941,-79.5162392,Beer Store
1386,Downsview,43.75666046142578,-79.51972198486328,Subway,43.75622810178744,-79.51833268621584,Sandwich Place
1387,Downsview,43.75666046142578,-79.51972198486328,Pizza Pizza,43.756185976894656,-79.5154595375061,Pizza Place
1388,Downsview,43.75666046142578,-79.51972198486328,Tim Hortons,43.7561284,-79.5162657,Coffee Shop
1389,Downsview,43.75666046142578,-79.51972198486328,Jian Hing Supermarket,43.75667320052111,-79.51844367991136,Grocery Store
1390,Downsview,43.75666046142578,-79.51972198486328,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
1391,Downsview,43.75666046142578,-79.51972198486328,Dollarama,43.758177,-79.519679,Discount Store
1392,Downsview,43.75666046142578,-79.51972198486328,Yorkgate Mall,43.75866403784837,-79.51964054966928,Shopping Mall
1393,Downsview,43.75666046142578,-79.51972198486328,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
1394,Downsview,43.75666046142578,-79.51972198486328,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
1395,Downsview,43.75666046142578,-79.51972198486328,Dollarama,43.75677,-79.515084,Discount Store
1396,Downsview,43.75666046142578,-79.51972198486328,McDonald's,43.757325,-79.514091,Fast Food Restaurant
1397,Downsview,43.75666046142578,-79.51972198486328,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
1398,Downsview,43.75666046142578,-79.51972198486328,Jane Finch Mall,43.756611889504924,-79.51629147096202,Shopping Mall
1399,Lawrence Park,43.728981018066406,-79.39173126220703,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
1400,Lawrence Park,43.728981018066406,-79.39173126220703,Ecig Canada Zone,43.73156131167275,-79.39535960555077,Electronics Store
1401,Roselawn,43.71194076538086,-79.41912078857422,EYEME Fashions and Athletics,43.70759350405294,-79.41954374313354,Clothing Store
1402,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,Junction Craft Brewing,43.67329938917178,-79.47839140892029,Brewery
1403,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,Rainhard Brewing,43.67269006118166,-79.47867903828485,Brewery
1404,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,Shacklands Brewing,43.67295080687277,-79.47864755988121,Brewery
1405,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,Modern Sensibility,43.67809164925885,-79.48476433753967,Furniture / Home Store
1406,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,Glistening Girls Cleaning Service,43.6794513,-79.48292909999998,Home Service
1407,"Runnymede, The Junction North",43.67618179321289,-79.4825210571289,RIP JUNK,43.67241070000001,-79.48103309999999,Home Service
1408,Weston,43.70357131958008,-79.51644897460938,P&M Restaurant,43.70110845129989,-79.5189817242212,Diner
1409,Weston,43.70357131958008,-79.51644897460938,UP Express - Weston Station,43.700256,-79.51366,Train Station
1410,Weston,43.70357131958008,-79.51644897460938,Shoppers Drug Mart,43.701264,-79.519705,Pharmacy
1411,Weston,43.70357131958008,-79.51644897460938,Pizza Pizza,43.70058873986015,-79.5174993495782,Pizza Place
1412,Weston,43.70357131958008,-79.51644897460938,Tim Hortons,43.7008152218159,-79.5116375548898,Coffee Shop
1413,Weston,43.70357131958008,-79.51644897460938,RBC Royal Bank,43.70011465792203,-79.51703268028007,Bank
1414,Weston,43.70357131958008,-79.51644897460938,Popeyes Louisiana Kitchen,43.701045305368446,-79.51892076851034,Fried Chicken Joint
1415,Weston,43.70357131958008,-79.51644897460938,Tim Hortons,43.70090969892793,-79.51169161495478,Coffee Shop
1416,Weston,43.70357131958008,-79.51644897460938,Weston GO Station,43.70021244961973,-79.5133452504582,Train Station
1417,Weston,43.70357131958008,-79.51644897460938,Ali Baba's,43.69995547594193,-79.51410077761379,Middle Eastern Restaurant
1418,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.75997924804688,-79.26837158203125,Calabria Bakery,43.7616699583205,-79.26950674263456,Bakery
1419,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.75997924804688,-79.26837158203125,Magnotta,43.761333,-79.269139,Wine Shop
1420,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.75997924804688,-79.26837158203125,Aurora Fine China & Crystal,43.75715598493073,-79.26736129562715,Gift Shop
1421,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.75997924804688,-79.26837158203125,Scarborough LRT,43.75646495188919,-79.2721939086914,Light Rail Station
1422,York Mills West,43.74787139892578,-79.4002914428711,little bits hq,43.74527613431628,-79.39966060300182,Speakeasy
1423,York Mills West,43.74787139892578,-79.4002914428711,Tournament Park,43.75125720420175,-79.39971685409546,Park
1424,York Mills West,43.74787139892578,-79.4002914428711,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
1425,Davisville North,43.71276092529297,-79.38851165771484,Sherwood Park,43.71655100307589,-79.38777567141624,Park
1426,Davisville North,43.71276092529297,-79.38851165771484,Homeway Restaurant & Brunch,43.71264120397444,-79.39155655199944,Breakfast Spot
1427,Davisville North,43.71276092529297,-79.38851165771484,Summerhill Market North,43.71549914910689,-79.39288125988016,Food & Drink Shop
1428,Davisville North,43.71276092529297,-79.38851165771484,Winners,43.71323606413252,-79.3938728363979,Department Store
1429,Davisville North,43.71276092529297,-79.38851165771484,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
1430,Davisville North,43.71276092529297,-79.38851165771484,900 Mount Pleasant - Residents Gym,43.71167058860572,-79.3917671882441,Gym / Fitness Center
1431,"Forest Hill North & West, Forest Hill Road Park",43.69478988647461,-79.41439819335938,Suydam Park,43.69042011625168,-79.41390037536621,Park
1432,"High Park, The Junction South",43.65993881225586,-79.46302032470703,Lithuania Park,43.658666653470426,-79.46303844451904,Park
1433,"High Park, The Junction South",43.65993881225586,-79.46302032470703,West Toronto Lawn Bowling Club,43.66215762388516,-79.46252053172786,Bowling Alley
1434,"High Park, The Junction South",43.65993881225586,-79.46302032470703,High Park Village,43.65643746478208,-79.46443763560046,Residential Building (Apartment / Condo)
1435,Westmount,43.696231842041016,-79.52925872802734,Mayflower Chinese Food,43.69275315666511,-79.53156594082111,Chinese Restaurant
1436,Westmount,43.696231842041016,-79.52925872802734,Starbucks,43.696338,-79.533398,Coffee Shop
1437,Westmount,43.696231842041016,-79.52925872802734,Pizza Hut,43.69643127748791,-79.53323325309887,Pizza Place
1438,Westmount,43.696231842041016,-79.52925872802734,Subway,43.69292687319966,-79.5314711469564,Sandwich Place
1439,Westmount,43.696231842041016,-79.52925872802734,Pizza Nova,43.69281687469844,-79.53156995754804,Pizza Place
1440,Westmount,43.696231842041016,-79.52925872802734,2 Bros Cuisine,43.69249918005648,-79.53169763088226,Middle Eastern Restaurant
1441,"Wexford, Maryvale",43.750709533691406,-79.3005599975586,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
1442,"Willowdale, Willowdale West",43.77991104125977,-79.44677734375,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
1443,"Willowdale, Willowdale West",43.77991104125977,-79.44677734375,RBC Royal Bank,43.78389412052616,-79.44660281892959,Bank
1444,"Willowdale, Willowdale West",43.77991104125977,-79.44677734375,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
1445,"Willowdale, Willowdale West",43.77991104125977,-79.44677734375,Antibes Park,43.77887169410913,-79.44870471954346,Park
1446,"Willowdale, Willowdale West",43.77991104125977,-79.44677734375,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
1447,"North Toronto West,  Lawrence Park",43.71451950073242,-79.4069595336914,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
1448,"North Toronto West,  Lawrence Park",43.71451950073242,-79.4069595336914,Lytton Park,43.714954491867296,-79.4119695364535,Playground
1449,"North Toronto West,  Lawrence Park",43.71451950073242,-79.4069595336914,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
1450,"North Toronto West,  Lawrence Park",43.71451950073242,-79.4069595336914,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736922,Garden
1451,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Playa Cabana,43.67611179256714,-79.4012790354265,Mexican Restaurant
1452,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Big Crow,43.675896076491284,-79.40368028354095,BBQ Joint
1453,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Mistura,43.67428461619599,-79.398425962694,Italian Restaurant
1454,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Ezra's Pound,43.67515283323029,-79.40585846415303,Café
1455,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Le Paradis,43.67500732033419,-79.40003625111297,French Restaurant
1456,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,L'Unita Restaurant,43.674387404879205,-79.39648826123504,Italian Restaurant
1457,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Joso's,43.67483469176536,-79.39617148340865,Mediterranean Restaurant
1458,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Madame Boeuf And Flea,43.67524,-79.40662,Burger Joint
1459,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Bang & Olufsen Yorkville,43.6748312216317,-79.39661065707067,Electronics Store
1460,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Haute Coffee,43.675817902127925,-79.40279309076072,Café
1461,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,5 Elements Espresso,43.6736953327356,-79.39603742055805,Café
1462,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Toronto Archives,43.67644734460629,-79.40750861881347,History Museum
1463,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Live Organic Food Bar,43.67505287052667,-79.40671518307245,Vegetarian / Vegan Restaurant
1464,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Playa Cabana Hacienda,43.67716203780748,-79.39831483048752,Mexican Restaurant
1465,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Pour House,43.675640867179204,-79.40382084040043,Pub
1466,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Sotto Sotto,43.67363299036321,-79.39615552537904,Italian Restaurant
1467,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Fet Zun,43.675147,-79.406346,Middle Eastern Restaurant
1468,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Krispy Kreme Doughnut Cafe,43.674732,-79.40773,Donut Shop
1469,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Bua Thai,43.674808774790584,-79.39667636157816,Thai Restaurant
1470,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,The Annex Hodgepodge,43.674975198818274,-79.40654256081908,Sandwich Place
1471,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Govinda's,43.67702263734145,-79.39691851938447,Vegetarian / Vegan Restaurant
1472,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Martino's Pizza,43.67555992434719,-79.40355789179394,Pizza Place
1473,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,LCBO,43.675344431726565,-79.40532725232431,Liquor Store
1474,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Tim Hortons,43.67579963362535,-79.40353178302757,Coffee Shop
1475,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Subway,43.675070588962015,-79.40687736441805,Sandwich Place
1476,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Global Pet Foods,43.67557973121582,-79.40338561960981,Pet Store
1477,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Nick's Shoe Repair,43.67545678667541,-79.40367473945305,Shoe Repair
1478,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Shoppers Drug Mart,43.674959,-79.407986,Pharmacy
1479,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Country Style,43.675069,-79.406998,Coffee Shop
1480,"The Annex, North Midtown, Yorkville",43.67483901977539,-79.40184783935547,Glen Edyth Drive Parkette,43.678294119509026,-79.40486760901251,Park
1481,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Pizzeria Defina,43.648722638277675,-79.44985455915354,Pizza Place
1482,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
1483,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
1484,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Barque Smokehouse,43.648056674430094,-79.4495705745465,BBQ Joint
1485,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Mabel's Bakery,43.648707235576516,-79.44992146507896,Bakery
1486,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,The Ace,43.646144199851925,-79.44886018312049,American Restaurant
1487,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,The Mercantile,43.64794843787414,-79.44956275902172,Gourmet Shop
1488,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,The Dizzy Gastro Sports Pub,43.6483056117907,-79.44964625984929,Gastropub
1489,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Barque Butcher Bar,43.64764077822067,-79.44948581202844,Butcher
1490,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
1491,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Lit Espresso Bar,43.64584589665229,-79.44882985644458,Coffee Shop
1492,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
1493,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Café Polonez,43.645113109705804,-79.44851660549037,Eastern European Restaurant
1494,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Sushi On Roncy,43.647862405268434,-79.44949300964225,Sushi Restaurant
1495,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
1496,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Another Story Bookshop,43.64854385366879,-79.4498274688279,Bookstore
1497,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
1498,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Qi Natural Food,43.64581683069303,-79.44881046692572,Food & Drink Shop
1499,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Cider House,43.65068788125521,-79.45068513648656,Restaurant
1500,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Aris Place,43.646075591799324,-79.44884027778438,American Restaurant
1501,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Likely General,43.65062189632695,-79.45063525580188,Gift Shop
1502,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Ed's Real Scoop,43.64493193175704,-79.44846130053051,Ice Cream Shop
1503,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,A Good Read,43.64947021007538,-79.450339,Bookstore
1504,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Scout,43.65097043195477,-79.45086621885267,Gift Shop
1505,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Aris Grill,43.65009143382369,-79.45039643854467,Breakfast Spot
1506,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,De La Mer,43.64777348396022,-79.4495822604021,Fish Market
1507,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Butler's Pantry,43.65008710183049,-79.45045784621456,Breakfast Spot
1508,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Extra Butter,43.64753717441561,-79.44946908275794,Café
1509,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,the Friendly Thai,43.64590686300198,-79.4488919470859,Thai Restaurant
1510,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
1511,"Parkdale, Roncesvalles",43.647850036621094,-79.45020294189453,Fantail,43.64918861123302,-79.45008588853764,Café
